1 = STABLE_STATE, 0 = EXCITED_STATE
Step	 X 	 Y 	 d 	 state 
686	0.7511	-1.1289	1.3559	0
687	0.3770	-1.4607	1.5085	0
688	0.7746	-1.1575	1.3928	0
689	0.3244	-1.3751	1.4128	0
690	0.0089	-0.9872	0.9872	0
691	-0.0462	-0.4903	0.4924	1
692	-0.3845	-0.1220	0.4034	1
693	-0.0678	0.2649	0.2735	1
694	-0.4194	0.6205	0.7489	0
695	0.0759	0.5523	0.5575	1
696	0.5758	0.5637	0.8058	0
697	0.3937	1.0293	1.1021	0
698	0.3937	1.0293	1.1021	0
699	0.5787	1.4939	1.6020	0
700	0.5112	0.9984	1.1217	0
701	1.0112	1.0045	1.4253	0
702	1.0322	1.5040	1.8241	0
703	0.9352	1.0135	1.3791	0
704	0.9352	1.0135	1.3791	0
705	0.5205	1.2929	1.3937	0
706	0.0428	1.1455	1.1463	0
707	0.0428	1.1455	1.1463	0
708	-0.2932	0.7752	0.8288	0
709	-0.0905	1.2322	1.2355	0
710	0.0473	0.7516	0.7531	0
711	-0.1195	0.2802	0.3047	1
712	-0.1195	0.2802	0.3047	1
713	-0.1195	0.2802	0.3047	1
714	0.2069	0.6590	0.6907	1
715	0.1955	1.1589	1.1752	0
716	0.5893	0.8508	1.0350	0
717	0.2334	0.4997	0.5515	1
718	0.3445	0.9872	1.0455	0
719	0.0621	1.3998	1.4012	0
720	0.0621	1.3998	1.4012	0
721	-0.4175	1.5410	1.5965	0
722	-0.4175	1.5410	1.5965	0
723	-0.5159	1.0507	1.1705	0
724	-0.5159	1.0507	1.1705	0
725	-0.5159	1.0507	1.1705	0
726	-0.2562	1.4780	1.5001	0
727	-0.1511	1.9669	1.9727	0
728	-0.1511	1.9669	1.9727	0
729	-0.1511	1.9669	1.9727	0
730	-0.1511	1.9669	1.9727	0
731	-0.1511	1.9669	1.9727	0
732	-0.1511	1.9669	1.9727	0
733	-0.1511	1.9669	1.9727	0
734	-0.1511	1.9669	1.9727	0
735	-0.1511	1.9669	1.9727	0
736	-0.1511	1.9669	1.9727	0
737	-0.1511	1.9669	1.9727	0
738	-0.1511	1.9669	1.9727	0
739	-0.1511	1.9669	1.9727	0
740	-0.1511	1.9669	1.9727	0
741	0.2610	1.6837	1.7038	0
742	0.0284	1.2411	1.2414	0
743	0.5088	1.3798	1.4707	0
744	0.1123	1.0752	1.0810	0
745	0.2236	0.5877	0.6288	1
746	0.5400	0.2006	0.5760	1
747	1.0387	0.2369	1.0653	0
748	0.7252	-0.1526	0.7411	0
749	0.3392	-0.4704	0.5799	1
750	0.8246	-0.5901	1.0140	0
751	0.4968	-0.9676	1.0877	0
752	0.0890	-1.2569	1.2600	0
753	-0.1374	-1.7027	1.7082	0
754	-0.6374	-1.7096	1.8245	0
755	-0.6374	-1.7096	1.8245	0
756	-0.1449	-1.6232	1.6296	0
757	-0.1449	-1.6232	1.6296	0
758	0.2773	-1.8911	1.9113	0
759	0.6522	-1.5603	1.6911	0
760	0.6522	-1.5603	1.6911	0
761	0.7155	-1.0643	1.2825	0
762	1.1114	-0.7590	1.3459	0
763	0.6401	-0.9258	1.1256	0
764	1.1350	-0.8544	1.4206	0
765	0.6737	-1.0474	1.2454	0
766	0.6737	-1.0474	1.2454	0
767	1.0374	-1.3906	1.7349	0
768	0.8566	-0.9244	1.2603	0
769	1.3170	-1.1194	1.7285	0
770	1.3170	-1.1194	1.7285	0
771	0.8170	-1.1206	1.3868	0
772	0.3363	-1.2581	1.3023	0
773	0.3363	-1.2581	1.3023	0
774	0.8326	-1.1971	1.4582	0
775	0.8326	-1.1971	1.4582	0
776	0.8326	-1.1971	1.4582	0
777	0.8326	-1.1971	1.4582	0
778	0.4701	-1.5415	1.6116	0
779	0.5293	-1.0451	1.1715	0
780	0.5293	-1.0451	1.1715	0
781	0.5293	-1.0451	1.1715	0
782	1.0269	-0.9953	1.4301	0
783	1.1382	-0.5079	1.2464	0
784	1.4141	-0.9249	1.6897	0
785	1.3274	-1.4173	1.9419	0
786	0.8279	-1.3955	1.6226	0
787	0.3287	-1.3670	1.4060	0
788	0.4496	-0.8818	0.9898	0
789	0.7502	-1.2814	1.4848	0
790	0.6437	-0.7929	1.0213	0
791	1.0299	-1.1104	1.5145	0
792	0.6348	-1.4168	1.5526	0
793	0.6348	-1.4168	1.5526	0
794	0.1394	-1.3497	1.3568	0
795	0.4961	-0.9993	1.1157	0
796	0.9951	-1.0305	1.4326	0
797	1.4942	-1.0617	1.8330	0
798	1.4942	-1.0617	1.8330	0
799	1.4942	-1.0617	1.8330	0
800	1.6271	-0.5797	1.7273	0
801	1.6271	-0.5797	1.7273	0
802	1.4179	-1.0338	1.7548	0
803	0.9670	-0.8177	1.2664	0
804	0.6309	-1.1879	1.3450	0
805	0.1310	-1.1969	1.2041	0
806	-0.0804	-0.7438	0.7482	0
807	0.3944	-0.5871	0.7073	0
808	-0.0400	-0.3395	0.3418	1
809	-0.2992	-0.7671	0.8233	0
810	-0.1254	-1.2359	1.2422	0
811	-0.1254	-1.2359	1.2422	0
812	-0.4685	-1.5996	1.6668	0
813	-0.8032	-1.2282	1.4675	0
814	-0.8032	-1.2282	1.4675	0
815	-1.0058	-0.7710	1.2674	0
816	-0.7295	-1.1877	1.3939	0
817	-0.8789	-0.7106	1.1303	0
818	-1.1081	-0.2662	1.1396	0
819	-0.6493	-0.0674	0.6528	1
820	-0.3212	0.3099	0.4463	1
821	-0.0350	0.7199	0.7207	0
822	-0.3389	1.1169	1.1672	0
823	-0.6791	1.4833	1.6314	0
824	-0.6791	1.4833	1.6314	0
825	-1.1669	1.3736	1.8023	0
826	-1.1932	0.8743	1.4792	0
827	-1.4169	0.4271	1.4799	0
828	-1.2857	0.9096	1.5749	0
829	-1.2857	0.9096	1.5749	0
830	-0.8873	1.2117	1.5018	0
831	-0.9528	1.7074	1.9553	0
832	-0.9528	1.7074	1.9553	0
833	-0.8128	1.2274	1.4721	0
834	-0.8128	1.2274	1.4721	0
835	-0.8128	1.2274	1.4721	0
836	-0.8128	1.2274	1.4721	0
837	-0.9181	1.7162	1.9463	0
838	-0.6087	1.3234	1.4567	0
839	-0.1974	1.6078	1.6199	0
840	0.2646	1.4167	1.4412	0
841	0.6055	1.0510	1.2129	0
842	1.0967	1.1444	1.5850	0
843	1.5776	1.0076	1.8720	0
844	1.8017	0.5606	1.8869	0
845	1.5473	0.1302	1.5528	0
846	1.0836	0.3173	1.1291	0
847	0.9045	-0.1495	0.9168	0
848	0.4435	0.0440	0.4457	1
849	0.0549	-0.2707	0.2762	1
850	0.5434	-0.3771	0.6615	1
851	0.0988	-0.6057	0.6137	1
852	0.0760	-1.1052	1.1078	0
853	0.0760	-1.1052	1.1078	0
854	-0.4148	-1.2005	1.2702	0
855	-0.3621	-1.6978	1.7359	0
856	-0.3621	-1.6978	1.7359	0
857	-0.8122	-1.4800	1.6882	0
858	-1.0184	-1.0245	1.4446	0
859	-0.5956	-1.2915	1.4223	0
860	-0.5892	-0.7916	0.9868	0
861	-0.1061	-0.9202	0.9262	0
862	-0.1061	-0.9202	0.9262	0
863	-0.1947	-1.4122	1.4256	0
864	-0.1947	-1.4122	1.4256	0
865	-0.1454	-1.9098	1.9153	0
866	-0.1454	-1.9098	1.9153	0
867	0.2389	-1.5900	1.6078	0
868	-0.2540	-1.5064	1.5277	0
869	-0.4934	-1.0674	1.1760	0
870	-0.4934	-1.0674	1.1760	0
871	-0.0610	-0.8164	0.8186	0
872	-0.5519	-0.9116	1.0656	0
873	-0.5519	-0.9116	1.0656	0
874	-0.1935	-1.2603	1.2750	0
875	-0.3728	-1.7270	1.7668	0
876	-0.3728	-1.7270	1.7668	0
877	0.1208	-1.8068	1.8108	0
878	-0.0593	-1.3403	1.3416	0
879	-0.4684	-1.0528	1.1522	0
880	-0.8236	-1.4046	1.6282	0
881	-0.3256	-1.3604	1.3988	0
882	-0.6805	-1.7126	1.8428	0
883	-0.6805	-1.7126	1.8428	0
884	-0.6805	-1.7126	1.8428	0
885	-0.6805	-1.7126	1.8428	0
886	-0.9519	-1.2927	1.6053	0
887	-0.9519	-1.2927	1.6053	0
888	-0.8222	-0.8098	1.1540	0
889	-0.8222	-0.8098	1.1540	0
890	-0.3851	-1.0525	1.1207	0
891	-0.3851	-1.0525	1.1207	0
892	-0.6326	-0.6180	0.8844	0
893	-0.1896	-0.8499	0.8708	0
894	0.1572	-1.2101	1.2202	0
895	0.2694	-1.6973	1.7186	0
896	-0.2304	-1.7135	1.7289	0
897	-0.2304	-1.7135	1.7289	0
898	-0.2304	-1.7135	1.7289	0
899	-0.4980	-1.2911	1.3838	0
900	-0.6950	-0.8315	1.0837	0
901	-0.7798	-1.3243	1.5368	0
902	-0.7798	-1.3243	1.5368	0
903	-0.7798	-1.3243	1.5368	0
904	-0.7699	-0.8244	1.1280	0
905	-0.2702	-0.8404	0.8828	0
906	-0.1828	-0.3481	0.3932	1
907	0.2368	-0.0762	0.2487	1
908	0.2368	-0.0762	0.2487	1
909	0.2368	-0.0762	0.2487	1
910	0.5379	0.3230	0.6274	1
911	1.0366	0.3580	1.0967	0
912	1.0366	0.3580	1.0967	0
913	1.0906	-0.1390	1.0995	0
914	0.8456	-0.5749	1.0225	0
915	0.5793	-0.9981	1.1540	0
916	0.7460	-0.5267	0.9132	0
917	0.7460	-0.5267	0.9132	0
918	0.8572	-0.0392	0.8581	0
919	0.9239	0.4563	1.0305	0
920	1.3266	0.1600	1.3362	0
921	1.7998	-0.0015	1.7998	0
922	1.7397	0.4949	1.8088	0
923	1.5793	0.9684	1.8526	0
924	1.5793	0.9684	1.8526	0
925	1.8618	0.5559	1.9430	0
926	1.8618	0.5559	1.9430	0
927	1.3660	0.6208	1.5005	0
928	1.3660	0.6208	1.5005	0
929	1.6135	1.0553	1.9279	0
930	1.6135	1.0553	1.9279	0
931	1.6135	1.0553	1.9279	0
932	1.1821	0.8024	1.4287	0
933	1.6488	0.9819	1.9190	0
934	1.1779	0.8138	1.4317	0
935	1.4880	0.4216	1.5466	0
936	1.2948	0.8828	1.5671	0
937	1.5171	0.4349	1.5782	0
938	1.4757	0.9332	1.7460	0
939	1.2446	0.4898	1.3375	0
940	1.3594	0.0032	1.3594	0
941	1.3594	0.0032	1.3594	0
942	1.0664	-0.4020	1.1397	0
943	1.1821	0.0845	1.1851	0
944	0.8448	0.4536	0.9588	0
945	1.0723	0.0083	1.0723	0
946	1.0723	0.0083	1.0723	0
947	1.5268	0.2167	1.5421	0
948	1.9483	-0.0521	1.9490	0
949	1.9483	-0.0521	1.9490	0
950	1.5309	0.2231	1.5471	0
951	1.5309	0.2231	1.5471	0
952	1.0484	0.0920	1.0524	0
953	1.3521	0.4892	1.4379	0
954	0.9204	0.2369	0.9504	0
955	1.3500	-0.0191	1.3501	0
956	0.8885	0.1734	0.9053	0
957	1.2914	-0.1227	1.2972	0
958	1.7538	0.0676	1.7551	0
959	1.7538	0.0676	1.7551	0
960	1.3420	0.3513	1.3872	0
961	1.3420	0.3513	1.3872	0
962	1.2876	0.8483	1.5419	0
963	0.8944	0.5394	1.0445	0
964	0.9557	0.0432	0.9566	0
965	1.3645	0.3310	1.4041	0
966	1.0783	-0.0790	1.0812	0
967	0.5849	0.0018	0.5849	1
968	0.1271	0.2028	0.2393	1
969	0.6270	0.1980	0.6575	1
970	0.2045	0.4652	0.5082	1
971	0.7029	0.4253	0.8215	0
972	1.1646	0.6172	1.3180	0
973	0.7596	0.9104	1.1857	0
974	1.2097	1.1281	1.6541	0
975	0.7862	0.8623	1.1669	0
976	0.7862	0.8623	1.1669	0
977	0.6246	1.3354	1.4743	0
978	0.6246	1.3354	1.4743	0
979	0.3197	0.9392	0.9921	0
980	0.3197	0.9392	0.9921	0
981	0.5747	0.5091	0.7678	0
982	0.4091	0.9809	1.0628	0
983	0.7745	1.3221	1.5323	0
984	0.6531	1.8071	1.9215	0
985	0.6531	1.8071	1.9215	0
986	0.6531	1.8071	1.9215	0
987	0.6531	1.8071	1.9215	0
988	0.1852	1.6309	1.6414	0
989	0.1852	1.6309	1.6414	0
990	0.1852	1.6309	1.6414	0
991	0.1852	1.6309	1.6414	0
992	-0.3144	1.6509	1.6806	0
993	-0.3144	1.6509	1.6806	0
994	-0.3144	1.6509	1.6806	0
995	0.1109	1.9138	1.9170	0
996	0.1109	1.9138	1.9170	0
997	0.1109	1.9138	1.9170	0
998	-0.1212	1.4709	1.4759	0
999	-0.6196	1.5100	1.6322	0
