Simulated by ISING, VERSION 1
filename = result_of_ISING_1
step = 1500000
mutual_coefficient = 1
temperature = 1
STEP	MAGNETISM	ENERGY	1ST_STD_ERROR	2ND_STD_ERROR
607	4353	-5994	0	0
608	4353	-5994	0	0
609	4353	-5994	0	0
610	4353	-5994	0	0
611	4351	-5998	0	0
612	4351	-5998	0	0
613	4349	-6002	0	0
614	4349	-6002	0	0
615	4347	-6006	0	0
616	4345	-6012	0	0
617	4343	-6014	0	0
618	4343	-6014	0	0
619	4341	-6016	0	0
620	4341	-6016	0	0
621	4341	-6016	0	0
622	4341	-6016	0	0
623	4339	-6016	0	0
624	4337	-6022	0	0
625	4337	-6022	0	0
626	4335	-6022	0	0
627	4333	-6026	0	0
628	4333	-6026	0	0
629	4333	-6026	0	0
630	4333	-6026	0	0
631	4331	-6030	0	0
632	4331	-6030	0	0
633	4331	-6030	0	0
634	4331	-6030	0	0
635	4331	-6030	0	0
636	4329	-6036	0	0
637	4329	-6036	0	0
638	4327	-6038	0	0
639	4327	-6038	0	0
640	4325	-6042	0	0
641	4325	-6042	0	0
642	4323	-6046	0	0
643	4321	-6050	0	0
644	4319	-6050	0	0
645	4319	-6050	0	0
646	4319	-6050	0	0
647	4319	-6050	0	0
648	4319	-6050	0	0
649	4317	-6052	0	0
650	4317	-6052	0	0
651	4317	-6052	0	0
652	4317	-6052	0	0
653	4315	-6054	0	0
654	4313	-6060	0	0
655	4311	-6064	0	0
656	4309	-6066	0	0
657	4307	-6072	0	0
658	4305	-6078	0	0
659	4305	-6078	0	0
660	4303	-6082	0	0
661	4301	-6088	0	0
662	4299	-6092	0	0
663	4299	-6092	0	0
664	4299	-6092	0	0
665	4299	-6092	0	0
666	4299	-6092	0	0
667	4299	-6092	0	0
668	4297	-6096	0	0
669	4297	-6096	0	0
670	4297	-6096	0	0
671	4295	-6100	0	0
672	4293	-6104	0	0
673	4291	-6108	0	0
674	4291	-6108	0	0
675	4289	-6112	0	0
676	4289	-6112	0	0
677	4287	-6118	0	0
678	4285	-6122	0	0
679	4285	-6122	0	0
680	4283	-6126	0	0
681	4281	-6130	0	0
682	4281	-6130	0	0
683	4281	-6130	0	0
684	4279	-6130	0	0
685	4277	-6132	0	0
686	4275	-6132	0	0
687	4275	-6132	0	0
688	4275	-6132	0	0
689	4275	-6132	0	0
690	4275	-6132	0	0
691	4275	-6132	0	0
692	4273	-6134	0	0
693	4273	-6134	0	0
694	4273	-6134	0	0
695	4273	-6134	0	0
696	4273	-6134	0	0
697	4271	-6138	0	0
698	4269	-6144	0	0
699	4269	-6144	0	0
700	4267	-6146	0	0
701	4265	-6150	0	0
702	4265	-6150	0	0
703	4265	-6150	0	0
704	4265	-6150	0	0
705	4263	-6154	0	0
706	4263	-6154	0	0
707	4263	-6154	0	0
708	4261	-6156	0	0
709	4259	-6160	0	0
710	4259	-6160	0	0
711	4259	-6160	0	0
712	4259	-6160	0	0
713	4257	-6166	0	0
714	4255	-6170	0	0
715	4253	-6174	0	0
716	4253	-6174	0	0
717	4253	-6174	0	0
718	4255	-6168	0	0
719	4255	-6168	0	0
720	4255	-6168	0	0
721	4255	-6168	0	0
722	4255	-6168	0	0
723	4255	-6168	0	0
724	4253	-6172	0	0
725	4253	-6172	0	0
726	4253	-6172	0	0
727	4253	-6172	0	0
728	4251	-6174	0	0
729	4249	-6176	0	0
730	4247	-6180	0	0
731	4247	-6180	0	0
732	4245	-6186	0	0
733	4243	-6188	0	0
734	4241	-6196	0	0
735	4241	-6196	0	0
736	4241	-6196	0	0
737	4239	-6196	0	0
738	4239	-6196	0	0
739	4239	-6196	0	0
740	4239	-6196	0	0
741	4239	-6196	0	0
742	4237	-6200	0	0
743	4237	-6200	0	0
744	4237	-6200	0	0
745	4237	-6200	0	0
746	4237	-6200	0	0
747	4235	-6202	0	0
748	4233	-6208	0	0
749	4233	-6208	0	0
750	4233	-6208	0	0
751	4231	-6210	0	0
752	4229	-6216	0	0
753	4229	-6216	0	0
754	4229	-6216	0	0
755	4229	-6216	0	0
756	4229	-6216	0	0
757	4229	-6216	0	0
758	4229	-6216	0	0
759	4229	-6216	0	0
760	4229	-6216	0	0
761	4227	-6218	0	0
762	4227	-6218	0	0
763	4225	-6220	0	0
764	4225	-6220	0	0
765	4223	-6224	0	0
766	4223	-6224	0	0
767	4223	-6224	0	0
768	4221	-6230	0	0
769	4221	-6230	0	0
770	4219	-6234	0	0
771	4217	-6236	0	0
772	4217	-6236	0	0
773	4217	-6236	0	0
774	4215	-6238	0	0
775	4213	-6242	0	0
776	4213	-6242	0	0
777	4211	-6246	0	0
778	4211	-6246	0	0
779	4209	-6248	0	0
780	4209	-6248	0	0
781	4207	-6252	0	0
782	4207	-6252	0	0
783	4207	-6252	0	0
784	4207	-6252	0	0
785	4205	-6260	0	0
786	4205	-6260	0	0
787	4205	-6260	0	0
788	4205	-6260	0	0
789	4205	-6260	0	0
790	4203	-6264	0	0
791	4201	-6268	0	0
792	4199	-6268	0	0
793	4197	-6274	0	0
794	4197	-6274	0	0
795	4195	-6278	0	0
796	4193	-6278	0	0
797	4191	-6278	0	0
798	4189	-6282	0	0
799	4187	-6284	0	0
800	4187	-6284	0	0
801	4187	-6284	0	0
802	4187	-6284	0	0
803	4185	-6284	0	0
804	4185	-6284	0	0
805	4183	-6286	0	0
806	4183	-6286	0	0
807	4181	-6286	0	0
808	4181	-6286	0	0
809	4181	-6286	0	0
810	4179	-6292	0	0
811	4177	-6298	0	0
812	4175	-6300	0	0
813	4175	-6300	0	0
814	4175	-6300	0	0
815	4175	-6300	0	0
816	4173	-6302	0	0
817	4171	-6302	0	0
818	4169	-6310	0	0
819	4169	-6310	0	0
820	4167	-6314	0	0
821	4165	-6318	0	0
822	4163	-6322	0	0
823	4163	-6322	0	0
824	4163	-6322	0	0
825	4163	-6322	0	0
826	4163	-6322	0	0
827	4161	-6328	0	0
828	4161	-6328	0	0
829	4159	-6336	0	0
830	4157	-6336	0	0
831	4155	-6340	0	0
832	4153	-6340	0	0
833	4153	-6340	0	0
834	4151	-6342	0	0
835	4151	-6342	0	0
836	4149	-6344	0	0
837	4147	-6346	0	0
838	4147	-6346	0	0
839	4147	-6346	0	0
840	4145	-6350	0	0
841	4143	-6354	0	0
842	4143	-6354	0	0
843	4143	-6354	0	0
844	4143	-6354	0	0
845	4141	-6358	0	0
846	4141	-6358	0	0
847	4139	-6364	0	0
848	4139	-6364	0	0
849	4137	-6366	0	0
850	4135	-6370	0	0
851	4133	-6376	0	0
852	4133	-6376	0	0
853	4131	-6378	0	0
854	4129	-6378	0	0
855	4127	-6378	0	0
856	4125	-6378	0	0
857	4125	-6378	0	0
858	4125	-6378	0	0
859	4123	-6380	0	0
860	4123	-6380	0	0
861	4121	-6388	0	0
862	4119	-6392	0	0
863	4117	-6394	0	0
864	4117	-6394	0	0
865	4117	-6394	0	0
866	4115	-6396	0	0
867	4115	-6396	0	0
868	4113	-6400	0	0
869	4111	-6404	0	0
870	4111	-6404	0	0
871	4109	-6404	0	0
872	4109	-6404	0	0
873	4109	-6404	0	0
874	4107	-6408	0	0
875	4107	-6408	0	0
876	4107	-6408	0	0
877	4105	-6410	0	0
878	4103	-6414	0	0
879	4101	-6422	0	0
880	4101	-6422	0	0
881	4099	-6426	0	0
882	4099	-6426	0	0
883	4099	-6426	0	0
884	4099	-6426	0	0
885	4099	-6426	0	0
886	4097	-6428	0	0
887	4097	-6428	0	0
888	4097	-6428	0	0
889	4097	-6428	0	0
890	4097	-6428	0	0
891	4097	-6428	0	0
892	4097	-6428	0	0
893	4097	-6428	0	0
894	4097	-6428	0	0
895	4095	-6434	0	0
896	4095	-6434	0	0
897	4093	-6438	0	0
898	4091	-6440	0	0
899	4091	-6440	0	0
900	4091	-6440	0	0
901	4091	-6440	0	0
902	4089	-6446	0	0
903	4089	-6446	0	0
904	4089	-6446	0	0
905	4089	-6446	0	0
906	4087	-6450	0	0
907	4087	-6450	0	0
908	4087	-6450	0	0
909	4087	-6450	0	0
910	4085	-6458	0	0
911	4083	-6462	0	0
912	4081	-6470	0	0
913	4081	-6470	0	0
914	4079	-6474	0	0
915	4077	-6478	0	0
916	4075	-6482	0	0
917	4073	-6484	0	0
918	4073	-6484	0	0
919	4073	-6484	0	0
920	4071	-6488	0	0
921	4071	-6488	0	0
922	4069	-6494	0	0
923	4069	-6494	0	0
924	4069	-6494	0	0
925	4069	-6494	0	0
926	4067	-6498	0	0
927	4067	-6498	0	0
928	4065	-6498	0	0
929	4063	-6504	0	0
930	4063	-6504	0	0
931	4061	-6508	0	0
932	4059	-6510	0	0
933	4059	-6510	0	0
934	4059	-6510	0	0
935	4059	-6510	0	0
936	4061	-6508	0	0
937	4061	-6508	0	0
938	4061	-6508	0	0
939	4059	-6514	0	0
940	4057	-6520	0	0
941	4057	-6520	0	0
942	4055	-6524	0	0
943	4055	-6524	0	0
944	4055	-6524	0	0
945	4053	-6530	0	0
946	4051	-6534	0	0
947	4051	-6534	0	0
948	4051	-6534	0	0
949	4049	-6542	0	0
950	4047	-6548	0	0
951	4045	-6554	0	0
952	4045	-6554	0	0
953	4045	-6554	0	0
954	4045	-6554	0	0
955	4045	-6554	0	0
956	4045	-6554	0	0
957	4043	-6558	0	0
958	4043	-6558	0	0
959	4041	-6560	0	0
960	4039	-6564	0	0
961	4037	-6568	0	0
962	4035	-6570	0	0
963	4035	-6570	0	0
964	4035	-6570	0	0
965	4033	-6574	0	0
966	4031	-6578	0	0
967	4029	-6582	0	0
968	4027	-6586	0	0
969	4027	-6586	0	0
970	4025	-6588	0	0
971	4025	-6588	0	0
972	4025	-6588	0	0
973	4025	-6588	0	0
974	4023	-6588	0	0
975	4021	-6594	0	0
976	4019	-6598	0	0
977	4019	-6598	0	0
978	4017	-6602	0	0
979	4015	-6606	0	0
980	4015	-6606	0	0
981	4013	-6608	0	0
982	4013	-6608	0	0
983	4013	-6608	0	0
984	4013	-6608	0	0
985	4013	-6608	0	0
986	4011	-6610	0	0
987	4009	-6614	0	0
988	4007	-6616	0	0
989	4005	-6620	0	0
990	4003	-6622	0	0
991	4001	-6624	0	0
992	3999	-6626	0	0
993	3997	-6630	0	0
994	3995	-6636	0	0
995	3995	-6636	0	0
996	3995	-6636	0	0
997	3993	-6636	0	0
998	3991	-6636	0	0
999	3989	-6638	0	0
1000	3987	-6646	273.62	136.81
1001	3985	-6646	273.62	136.81
1002	3985	-6646	273.62	136.81
1003	3983	-6648	273.62	136.81
1004	3981	-6652	273.62	136.81
1005	3981	-6652	273.62	136.81
1006	3981	-6652	273.62	136.81
1007	3981	-6652	273.62	136.81
1008	3981	-6652	273.62	136.81
1009	3981	-6652	273.62	136.81
1010	3979	-6656	273.62	136.81
1011	3979	-6656	273.62	136.81
1012	3979	-6656	273.62	136.81
1013	3979	-6656	273.62	136.81
1014	3977	-6658	273.62	136.81
1015	3975	-6660	273.62	136.81
1016	3975	-6660	273.62	136.81
1017	3975	-6660	273.62	136.81
1018	3975	-6660	273.62	136.81
1019	3973	-6664	273.62	136.81
1020	3971	-6664	273.62	136.81
1021	3969	-6668	273.62	136.81
1022	3969	-6668	273.62	136.81
1023	3967	-6672	273.62	136.81
1024	3965	-6678	273.62	136.81
1025	3967	-6678	273.62	136.81
1026	3967	-6678	273.62	136.81
1027	3965	-6680	273.62	136.81
1028	3965	-6680	273.62	136.81
1029	3963	-6682	273.62	136.81
1030	3963	-6682	273.62	136.81
1031	3963	-6682	273.62	136.81
1032	3963	-6682	273.62	136.81
1033	3963	-6682	273.62	136.81
1034	3963	-6682	273.62	136.81
1035	3963	-6682	273.62	136.81
1036	3963	-6682	273.62	136.81
1037	3961	-6686	273.62	136.81
1038	3961	-6686	273.62	136.81
