Simulated by ISING, VERSION 1
filename = result_of_ISING_0.7
step = 1500000
mutual_coefficient = 1
temperature = 0.7
STEP	MAGNETISM	ENERGY	1ST_STD_ERROR	2ND_STD_ERROR
566	4418	-5853	0	0
567	4418	-5853	0	0
568	4418	-5853	0	0
569	4416	-5857	0	0
570	4416	-5857	0	0
571	4416	-5857	0	0
572	4416	-5857	0	0
573	4414	-5859	0	0
574	4414	-5859	0	0
575	4412	-5863	0	0
576	4412	-5863	0	0
577	4410	-5869	0	0
578	4408	-5875	0	0
579	4406	-5877	0	0
580	4406	-5877	0	0
581	4404	-5879	0	0
582	4402	-5883	0	0
583	4400	-5887	0	0
584	4398	-5891	0	0
585	4398	-5891	0	0
586	4396	-5893	0	0
587	4396	-5893	0	0
588	4396	-5893	0	0
589	4394	-5897	0	0
590	4392	-5901	0	0
591	4390	-5907	0	0
592	4390	-5907	0	0
593	4388	-5907	0	0
594	4388	-5907	0	0
595	4388	-5907	0	0
596	4388	-5907	0	0
597	4388	-5907	0	0
598	4388	-5907	0	0
599	4386	-5911	0	0
600	4386	-5911	0	0
601	4386	-5911	0	0
602	4384	-5915	0	0
603	4384	-5915	0	0
604	4384	-5915	0	0
605	4382	-5921	0	0
606	4380	-5929	0	0
607	4380	-5929	0	0
608	4380	-5929	0	0
609	4378	-5931	0	0
610	4376	-5937	0	0
611	4374	-5939	0	0
612	4374	-5939	0	0
613	4374	-5939	0	0
614	4374	-5939	0	0
615	4372	-5941	0	0
616	4372	-5941	0	0
617	4370	-5941	0	0
618	4370	-5941	0	0
619	4368	-5943	0	0
620	4366	-5945	0	0
621	4366	-5945	0	0
622	4364	-5947	0	0
623	4364	-5947	0	0
624	4362	-5953	0	0
625	4362	-5953	0	0
626	4362	-5953	0	0
627	4362	-5953	0	0
628	4362	-5953	0	0
629	4360	-5953	0	0
630	4358	-5957	0	0
631	4358	-5957	0	0
632	4356	-5965	0	0
633	4354	-5965	0	0
634	4354	-5965	0	0
635	4352	-5969	0	0
636	4352	-5969	0	0
637	4352	-5969	0	0
638	4352	-5969	0	0
639	4350	-5973	0	0
640	4350	-5973	0	0
641	4350	-5973	0	0
642	4350	-5973	0	0
643	4348	-5977	0	0
644	4346	-5977	0	0
645	4344	-5981	0	0
646	4346	-5981	0	0
647	4346	-5981	0	0
648	4346	-5981	0	0
649	4344	-5985	0	0
650	4344	-5985	0	0
651	4344	-5985	0	0
652	4344	-5985	0	0
653	4342	-5987	0	0
654	4342	-5987	0	0
655	4342	-5987	0	0
656	4342	-5987	0	0
657	4340	-5991	0	0
658	4340	-5991	0	0
659	4340	-5991	0	0
660	4338	-5991	0	0
661	4336	-5993	0	0
662	4336	-5993	0	0
663	4336	-5993	0	0
664	4336	-5993	0	0
665	4336	-5993	0	0
666	4336	-5993	0	0
667	4334	-5993	0	0
668	4332	-5993	0	0
669	4330	-5999	0	0
670	4330	-5999	0	0
671	4330	-5999	0	0
672	4330	-5999	0	0
673	4328	-6005	0	0
674	4326	-6009	0	0
675	4326	-6009	0	0
676	4324	-6013	0	0
677	4324	-6013	0	0
678	4324	-6013	0	0
679	4322	-6017	0	0
680	4320	-6021	0	0
681	4320	-6021	0	0
682	4320	-6021	0	0
683	4320	-6021	0	0
684	4320	-6021	0	0
685	4320	-6021	0	0
686	4320	-6021	0	0
687	4320	-6021	0	0
688	4320	-6021	0	0
689	4318	-6021	0	0
690	4318	-6021	0	0
691	4318	-6021	0	0
692	4318	-6021	0	0
693	4318	-6021	0	0
694	4318	-6021	0	0
695	4316	-6025	0	0
696	4316	-6025	0	0
697	4314	-6029	0	0
698	4312	-6031	0	0
699	4310	-6035	0	0
700	4308	-6037	0	0
701	4308	-6037	0	0
702	4308	-6037	0	0
703	4306	-6039	0	0
704	4304	-6041	0	0
705	4304	-6041	0	0
706	4302	-6045	0	0
707	4302	-6045	0	0
708	4302	-6045	0	0
709	4302	-6045	0	0
710	4300	-6051	0	0
711	4300	-6051	0	0
712	4300	-6051	0	0
713	4300	-6051	0	0
714	4300	-6051	0	0
715	4300	-6051	0	0
716	4298	-6051	0	0
717	4298	-6051	0	0
718	4296	-6053	0	0
719	4296	-6053	0	0
720	4296	-6053	0	0
721	4296	-6053	0	0
722	4296	-6053	0	0
723	4294	-6057	0	0
724	4292	-6063	0	0
725	4292	-6063	0	0
726	4290	-6071	0	0
727	4288	-6077	0	0
728	4286	-6077	0	0
729	4286	-6077	0	0
730	4286	-6077	0	0
731	4286	-6077	0	0
732	4286	-6077	0	0
733	4286	-6077	0	0
734	4286	-6077	0	0
735	4286	-6077	0	0
736	4284	-6081	0	0
737	4282	-6089	0	0
738	4282	-6089	0	0
739	4282	-6089	0	0
740	4280	-6095	0	0
741	4278	-6093	0	0
742	4276	-6099	0	0
743	4276	-6099	0	0
744	4276	-6099	0	0
745	4274	-6105	0	0
746	4274	-6105	0	0
747	4272	-6107	0	0
748	4270	-6109	0	0
749	4268	-6115	0	0
750	4266	-6115	0	0
751	4266	-6115	0	0
752	4266	-6115	0	0
753	4264	-6119	0	0
754	4262	-6125	0	0
755	4262	-6125	0	0
756	4264	-6125	0	0
757	4264	-6125	0	0
758	4264	-6125	0	0
759	4264	-6125	0	0
760	4264	-6125	0	0
761	4264	-6125	0	0
762	4264	-6125	0	0
763	4262	-6131	0	0
764	4262	-6131	0	0
765	4262	-6131	0	0
766	4260	-6133	0	0
767	4260	-6133	0	0
768	4258	-6137	0	0
769	4258	-6137	0	0
770	4256	-6141	0	0
771	4256	-6141	0	0
772	4256	-6141	0	0
773	4256	-6141	0	0
774	4256	-6141	0	0
775	4256	-6141	0	0
776	4254	-6141	0	0
777	4254	-6141	0	0
778	4252	-6149	0	0
779	4250	-6153	0	0
780	4248	-6159	0	0
781	4248	-6159	0	0
782	4248	-6159	0	0
783	4246	-6165	0	0
784	4246	-6165	0	0
785	4244	-6169	0	0
786	4244	-6169	0	0
787	4242	-6171	0	0
788	4242	-6171	0	0
789	4242	-6171	0	0
790	4242	-6171	0	0
791	4242	-6171	0	0
792	4242	-6171	0	0
793	4242	-6171	0	0
794	4242	-6171	0	0
795	4242	-6171	0	0
796	4244	-6169	0	0
797	4242	-6173	0	0
798	4242	-6173	0	0
799	4242	-6173	0	0
800	4240	-6181	0	0
801	4238	-6187	0	0
802	4238	-6187	0	0
803	4238	-6187	0	0
804	4236	-6189	0	0
805	4236	-6189	0	0
806	4236	-6189	0	0
807	4234	-6193	0	0
808	4232	-6195	0	0
809	4230	-6197	0	0
810	4228	-6203	0	0
