0	-0.191572	-0.981478	1
1	-0.913029	-0.289019	0.957682
2	-1.6748	0.358823	1.71281
3	-1.25959	-0.550902	1.3748
4	-1.25959	-0.550902	1.3748
5	-1.25959	-0.550902	1.3748
6	-2.23366	-0.777176	2.365
7	-2.92279	-1.50181	3.28605
8	-3.46325	-2.34318	4.18146
9	-3.85222	-3.26443	5.04937
10	-4.54179	-3.98865	6.0446
11	-5.2539	-4.69072	7.04317
12	-6.14305	-5.14833	8.01513
13	-6.70341	-4.32007	7.97488
14	-6.00027	-3.60902	7.00202
15	-6.10372	-4.60365	7.64519
16	-6.84432	-5.27559	8.64156
17	-5.94332	-4.84177	7.66589
18	-5.28113	-5.5911	7.69096
19	-4.55209	-6.27558	7.7527
20	-3.82532	-5.5887	6.77249
21	-4.63993	-5.0087	6.82759
22	-3.90034	-4.33565	5.83185
23	-2.94008	-4.05654	5.00995
24	-2.13416	-4.64857	5.11506
25	-2.35394	-3.67302	4.36258
26	-2.93712	-4.48536	5.36145
27	-3.57398	-3.71439	5.15461
28	-4.37336	-3.11356	5.36847
29	-5.34475	-3.35104	6.30839
30	-5.5754	-4.32408	7.05569
31	-5.0244	-5.15858	7.20108
32	-5.0244	-5.15858	7.20108
33	-4.14117	-5.62752	6.98701
34	-4.14117	-5.62752	6.98701
35	-4.53155	-4.70687	6.53373
36	-4.9494	-3.79835	6.23892
37	-4.38072	-4.62091	6.36738
38	-4.97688	-5.42378	7.36116
39	-4.97688	-5.42378	7.36116
40	-4.22668	-4.76257	6.36764
41	-3.65405	-5.58238	6.67196
42	-3.19754	-6.4721	7.21889
43	-3.19754	-6.4721	7.21889
44	-2.59888	-5.6711	6.23824
45	-2.59888	-5.6711	6.23824
46	-3.46773	-5.17603	6.23028
47	-4.37745	-5.59124	7.10099
48	-3.59508	-6.21406	7.17907
49	-3.10939	-5.33993	6.17925
50	-2.5021	-4.54545	5.1886
51	-2.5021	-4.54545	5.1886
52	-2.88862	-5.46773	6.18386
53	-2.88862	-5.46773	6.18386
54	-3.73491	-4.935	6.189
55	-4.53391	-4.33367	6.27192
56	-4.3155	-5.30952	6.84212
57	-3.71734	-6.1109	7.15274
58	-3.08236	-5.33837	6.16434
59	-3.08236	-5.33837	6.16434
60	-4.08211	-5.31601	6.70251
61	-3.5476	-6.16117	7.10954
62	-3.89416	-5.22314	6.51503
63	-2.89927	-5.12215	5.88576
64	-3.38114	-5.99839	6.88569
65	-2.8892	-5.12776	5.88569
66	-3.64716	-5.78006	6.83454
67	-3.64716	-5.78006	6.83454
68	-2.72002	-5.40536	6.05115
69	-1.72097	-5.36177	5.63119
70	-2.64725	-4.98494	5.64425
71	-3.27223	-5.76558	6.62944
72	-2.32207	-5.45381	5.92757
73	-1.60465	-4.75718	5.02052
74	-1.60465	-4.75718	5.02052
75	-1.60465	-4.75718	5.02052
76	-1.51031	-5.75272	5.94767
77	-1.6265	-4.75949	5.02974
78	-0.759662	-4.26089	4.32808
79	0.0262128	-4.87928	4.87935
80	0.507461	-5.75586	5.77819
81	0.836551	-4.81157	4.88375
82	0.16812	-5.55534	5.55788
83	0.16812	-5.55534	5.55788
84	0.821955	-6.31198	6.36527
85	1.72373	-6.74418	6.96098
86	2.628	-6.31721	6.84204
87	3.47292	-5.78233	6.74511
88	4.0499	-4.96557	6.4077
89	3.41445	-5.73771	6.67681
90	2.90809	-6.60003	7.21231
91	2.90809	-6.60003	7.21231
92	2.41342	-7.46911	7.84934
93	2.41342	-7.46911	7.84934
94	1.77836	-6.69665	6.92876
95	0.886	-7.14798	7.20268
96	1.7733	-6.68679	6.91793
97	0.792279	-6.49288	6.54104
98	1.58575	-7.10148	7.27638
99	1.46701	-6.10856	6.28224
100	2.43871	-6.34478	6.79732
101	2.43871	-6.34478	6.79732
102	1.45718	-6.15347	6.32365
103	0.577407	-6.62886	6.65396
104	1.01192	-7.52953	7.59722
105	0.44306	-6.70709	6.72171
106	1.32175	-6.2297	6.36838
107	1.32175	-6.2297	6.36838
108	0.63867	-5.49936	5.53632
109	0.63867	-5.49936	5.53632
110	7.82925e-05	-6.26891	6.26891
111	-0.996767	-6.34828	6.42606
112	-0.996767	-6.34828	6.42606
113	-0.126479	-6.84082	6.84199
114	-0.126479	-6.84082	6.84199
115	-0.985956	-7.352	7.41782
116	-1.34886	-8.28383	8.39292
117	-0.645512	-7.57298	7.60044
118	-1.08891	-8.46931	8.53902
119	-1.08891	-8.46931	8.53902
120	-1.47205	-7.54562	7.68787
121	-1.47205	-7.54562	7.68787
122	-1.47205	-7.54562	7.68787
123	-0.939699	-6.6991	6.76468
124	-0.322853	-7.48618	7.49314
125	-0.322853	-7.48618	7.49314
126	-0.322853	-7.48618	7.49314
127	0.353091	-8.22313	8.23071
128	0.242638	-9.21701	9.22021
129	0.242638	-9.21701	9.22021
130	0.242638	-9.21701	9.22021
131	0.242638	-9.21701	9.22021
132	-0.290654	-8.37108	8.37613
133	-0.956612	-7.62509	7.68486
134	-0.124026	-8.17899	8.17993
135	0.597431	-8.87145	8.89154
136	-0.287894	-9.33642	9.34086
137	-0.676223	-8.4149	8.44203
138	0.190148	-8.9143	8.91633
139	-0.782168	-9.14797	9.18134
140	-0.602725	-8.1642	8.18642
141	-0.0104412	-7.35847	7.35848
142	-0.576303	-6.53397	6.55933
143	-0.576303	-6.53397	6.55933
144	-1.43955	-6.02919	6.19867
145	-0.519444	-5.63753	5.66141
146	-1.1893	-4.89503	5.03744
147	-0.56865	-4.11094	4.15008
148	-0.56865	-4.11094	4.15008
149	-1.212	-3.34537	3.55815
150	-1.272	-4.34357	4.52599
151	-1.272	-4.34357	4.52599
152	-0.380654	-3.89025	3.90883
153	0.373999	-4.54637	4.56173
154	-0.0955756	-5.42926	5.43011
155	0.462636	-4.59957	4.62277
156	-0.162184	-5.38033	5.38278
157	-1.04207	-5.85552	5.94752
158	-1.98922	-5.53474	5.88136
159	-1.1916	-4.93158	5.0735
160	-1.1916	-4.93158	5.0735
161	-1.85929	-4.18713	4.58138
162	-2.42027	-5.01496	5.56844
163	-1.8994	-5.8686	6.16832
164	-1.21042	-5.14383	5.28432
165	-1.93139	-5.83679	6.14804
166	-1.8299	-4.84195	5.1762
167	-0.893684	-4.49053	4.57859
168	-1.6996	-5.08256	5.3592
169	-1.6996	-5.08256	5.3592
170	-0.716848	-5.26749	5.31604
171	-1.67544	-4.98271	5.25685
172	-2.60216	-4.60694	5.29104
173	-3.13347	-5.45412	6.29015
174	-3.78754	-6.21056	7.27437
175	-4.78202	-6.10567	7.75545
176	-4.24864	-5.2598	6.76139
177	-5.12454	-5.7423	7.69642
178	-4.21399	-6.1557	7.45991
179	-4.80059	-6.96557	8.4596
180	-3.95012	-6.43955	7.55455
181	-4.53672	-5.62967	7.23015
182	-4.43376	-6.62436	7.97122
183	-4.43376	-6.62436	7.97122
184	-3.51523	-7.01971	7.85068
185	-2.51989	-7.11614	7.54913
186	-3.50762	-6.95994	7.79385
187	-3.00962	-6.09276	6.79555
188	-2.25782	-5.43337	5.88381
189	-1.43563	-4.86416	5.07159
190	-0.662003	-5.4978	5.53751
191	-1.26084	-4.69692	4.86321
192	-1.26084	-4.69692	4.86321
193	-1.68191	-5.60395	5.8509
194	-1.68191	-5.60395	5.8509
195	-0.738454	-5.27244	5.3239
196	-0.738454	-5.27244	5.3239
197	-0.99633	-4.30626	4.42002
198	-0.900936	-3.31082	3.43121
199	-0.900936	-3.31082	3.43121
200	-1.46891	-4.13386	4.38709
201	-0.635248	-4.68613	4.72899
202	-0.0506117	-3.87484	3.87517
203	-0.0506117	-3.87484	3.87517
204	-0.318007	-4.83842	4.84886
205	0.658108	-4.62117	4.66779
206	-0.219331	-4.14148	4.14728
207	0.38333	-4.93948	4.95433
208	-0.496727	-4.46461	4.49216
209	0.177439	-5.20319	5.20621
210	0.0466719	-6.1946	6.19478
211	0.816412	-5.55624	5.6159
212	1.52985	-6.25696	6.44127
213	0.892281	-5.48657	5.55865
214	0.892281	-5.48657	5.55865
215	0.255649	-6.25774	6.26296
216	0.984072	-6.94286	7.01226
217	1.77236	-7.55817	7.76319
218	2.68893	-7.95804	8.40005
219	1.88364	-8.55092	8.75593
220	1.61234	-7.58842	7.75782
221	1.90594	-8.54435	8.75434
222	2.65079	-7.87712	8.31118
223	1.80675	-7.34083	7.55991
224	1.22314	-6.5288	6.64239
225	0.64366	-5.71382	5.74996
226	0.64366	-5.71382	5.74996
227	1.03353	-4.79295	4.90311
228	1.78039	-4.12796	4.49554
229	2.22141	-3.23047	3.92054
230	2.9045	-3.96081	4.91163
231	3.90399	-3.99243	5.58397
232	3.90399	-3.99243	5.58397
233	2.9711	-3.63229	4.69265
234	3.79195	-3.06116	4.87335
235	3.79195	-3.06116	4.87335
236	3.79195	-3.06116	4.87335
237	4.53073	-3.7351	5.87184
238	4.07708	-2.84392	4.97096
239	3.08194	-2.74543	4.12744
240	2.40305	-2.0112	3.13362
241	3.02962	-2.79056	4.11896
242	2.15441	-2.30682	3.15641
243	1.16446	-2.44824	2.71106
244	1.16446	-2.44824	2.71106
245	1.84284	-3.18295	3.67794
246	1.84284	-3.18295	3.67794
247	1.66368	-2.19913	2.75754
248	2.56429	-1.76451	3.11272
249	2.08795	-2.64377	3.36883
250	2.64508	-3.47419	4.36652
251	3.60597	-3.75114	5.20327
252	3.8501	-4.72088	6.09179
253	3.8501	-4.72088	6.09179
254	3.52131	-3.77648	5.16347
255	2.84367	-3.04108	4.16349
256	3.64392	-3.64075	5.15104
257	3.64392	-3.64075	5.15104
258	2.67873	-3.37922	4.31215
259	2.67873	-3.37922	4.31215
260	3.33637	-2.62589	4.24578
261	2.4129	-2.24222	3.29388
262	3.2532	-2.78435	4.28204
263	2.76473	-1.91177	3.36134
264	2.76473	-1.91177	3.36134
265	2.59239	-0.926729	2.75306
266	2.59239	-0.926729	2.75306
267	3.47783	-0.461971	3.50838
268	2.50721	-0.221347	2.51697
269	1.79532	0.480935	1.85862
270	1.79532	0.480935	1.85862
271	2.78258	0.639995	2.85524
272	3.5192	-0.036319	3.51939
273	3.97505	-0.926375	4.08157
274	3.97505	-0.926375	4.08157
275	4.4138	-1.82499	4.77621
276	3.92635	-2.69814	4.76406
277	3.63982	-3.65621	5.15909
278	3.63982	-3.65621	5.15909
279	4.2599	-2.87167	5.13744
280	5.1609	-2.43785	5.70772
281	5.1609	-2.43785	5.70772
282	5.52187	-1.50528	5.72337
283	6.4294	-1.92528	6.71147
284	5.7694	-1.17401	5.88764
285	5.00057	-1.81346	5.31924
286	4.09929	-1.38022	4.32541
287	5.03342	-1.73715	5.32476
288	4.44334	-2.54449	5.12032
289	4.44334	-2.54449	5.12032
290	4.44334	-2.54449	5.12032
291	4.99651	-3.37756	6.031
292	5.817	-3.94922	7.03092
293	4.88958	-4.32326	6.52676
294	4.52462	-5.25428	6.93394
295	3.7108	-5.8354	6.91534
296	4.49921	-5.22025	6.89159
297	5.23427	-5.89827	7.88588
298	4.3284	-6.32182	7.66162
299	4.3284	-6.32182	7.66162
300	5.16014	-6.87698	8.59767
301	5.96083	-6.2779	8.65699
302	5.96083	-6.2779	8.65699
303	5.96083	-6.2779	8.65699
304	5.96083	-6.2779	8.65699
305	6.87892	-5.88154	9.05053
306	6.06124	-5.30586	8.05549
307	6.75881	-6.02238	9.05266
308	7.27679	-6.87778	10.0128
309	8.26345	-7.04057	10.8561
310	8.84534	-7.85383	11.8289
311	9.80383	-7.5687	12.3855
312	10.5118	-8.27496	13.3781
313	10.5118	-8.27496	13.3781
314	10.8622	-9.21155	14.2422
315	11.3933	-8.3642	14.1339
316	11.1437	-7.39585	13.3746
